600.0,600.0
1200.0,1200.0
1793.2985811778685,1900.0
2517.3809171433354,2700.0
3419.264553685896,3600.0
4501.797391209581,4600.0
5671.656011965291,5600.0
6759.44617543249,6500.0
7566.332183364531,7300.0
8128.471156613332,8000.0
8569.177312527569,8600.0
9047.06653470166,9200.0
9682.921643502927,9900.0
10527.892566075732,10700.0
11543.063151554119,11600.0
12606.204220880942,12600.0
13659.748936614491,13600.0
14629.240624278644,14500.0
15462.727232046449,15300.0
16151.672119938696,16000.0
16700.948268913617,16600.0
17133.816289234695,17200.0
17642.036502409,17900.0
18409.973543783643,18700.0
19438.884288063786,19600.0
20584.29196634989,20600.0
21748.194391071094,21600.0
22758.012879052472,22500.0
23494.23813063463,23300.0
24057.483866009778,24000.0
24560.939596543834,24600.0
25106.46537310378,25200.0
25733.242942111956,25900.0
26533.656783736868,26700.0
27496.811088958653,27600.0
28559.586320310962,28600.0
29642.957095405796,29600.0
30679.144761299503,30500.0
31506.14187869648,31300.0
32128.29476190307,32000.0
32629.067618208814,32600.0
33115.37869531212,33200.0
