600.0,600.0
1200.0,1200.0
1794.9170422785924,1900.0
2591.825916675547,2700.0
3480.379644550822,3600.0
4475.413994740096,4600.0
5547.6674022053385,5600.0
6570.08893760718,6500.0
7401.519906756412,7300.0
8090.443867661216,8000.0
8701.064956018061,8600.0
9196.89219058717,9200.0
9803.914005556191,9900.0
10591.072316365553,10700.0
11484.702226729645,11600.0
12458.17412779413,12600.0
13562.266172382664,13600.0
14562.684871281177,14500.0
15377.911221250328,15300.0
16080.97468366904,16000.0
16713.619877960577,16600.0
17213.074783044674,17200.0
17813.85500718866,17900.0
18587.80528209574,18700.0
19479.43196727601,19600.0
20458.992120253944,20600.0
21562.57850735121,21600.0
22566.42412243296,22500.0
23406.79848872398,23300.0
24105.399413467036,24000.0
24726.65050260733,24600.0
25237.81867341631,25200.0
25826.42436782658,25900.0
26603.303572365658,26700.0
27488.80716819457,27600.0
28480.833960663043,28600.0
29554.899658286362,29600.0
30584.33089811946,30500.0
31407.76116485215,31300.0
32107.705670769086,32000.0
32717.84552674684,32600.0
33238.27793708071,33200.0
