600.0,600.0
1200.0,1200.0
1801.4020030195709,1900.0
2499.3076649492677,2700.0
3302.9997970841714,3600.0
4213.850802854254,4600.0
5201.979326931005,5600.0
6196.007946764675,6500.0
7099.277896908963,7300.0
7914.046071057843,8000.0
8617.199624424673,8600.0
9213.424846961327,9200.0
9809.733651990817,9900.0
10490.240938331674,10700.0
11296.466116589423,11600.0
12210.463497560868,12600.0
13211.156357497628,13600.0
14204.973466005049,14500.0
15115.621827939121,15300.0
15926.301715183079,16000.0
16616.505841593924,16600.0
17209.9661361223,17200.0
17818.096021588182,17900.0
18511.857924479315,18700.0
19316.37381924144,19600.0
20195.414374956825,20600.0
21186.856025842862,21600.0
22179.815526380706,22500.0
23088.167950582578,23300.0
23891.32398930577,24000.0
24609.80559891262,24600.0
25206.306571808393,25200.0
25790.87855219728,25900.0
26485.3145954174,26700.0
27279.76294741513,27600.0
28182.10880734976,28600.0
29184.812381969135,29600.0
30194.854165597073,30500.0
31090.64988039292,31300.0
31885.005583108243,32000.0
32573.57643948243,32600.0
33166.21473391981,33200.0
