600.0,600.0
1200.0,1200.0
1800.3988200280396,1900.0
2679.7449719869637,2700.0
3585.4249392112056,3600.0
4562.902682053023,4600.0
5659.127099944403,5600.0
6573.884818981333,6500.0
7291.00875736193,7300.0
7999.5967085970315,8000.0
8598.26881902766,8600.0
9120.51819343783,9200.0
9794.456065232496,9900.0
10692.937062941655,10700.0
11593.998570914635,11600.0
12574.988211487316,12600.0
13648.657392097424,13600.0
14583.052623128326,14500.0
15291.436011091157,15300.0
15994.920485294859,16000.0
16617.1166208231,16600.0
17122.760104010536,17200.0
17809.175303517615,17900.0
18696.957911107227,18700.0
19578.86900223368,19600.0
20597.928112878846,20600.0
21652.408740557083,21600.0
22596.709196477386,22500.0
23313.134893557843,23300.0
24008.09750302395,24000.0
24602.16635367033,24600.0
25109.573788237667,25200.0
25810.643645042266,25900.0
26700.91986157504,26700.0
27584.192740443792,27600.0
28579.168149880537,28600.0
29651.81450855227,29600.0
30560.253413585444,30500.0
31301.89350635792,31300.0
32010.675672119018,32000.0
32617.628709749093,32600.0
33127.90090744271,33200.0
