600.0,600.0
1200.0,1200.0
1786.4855228547895,1900.0
2550.572299207238,2700.0
3461.1077314194895,3600.0
4455.311399356681,4600.0
5547.235909885779,5600.0
6538.828322525782,6500.0
7394.070652274495,7300.0
8087.028138362583,8000.0
8707.167520907558,8600.0
9229.312968188435,9200.0
9792.938953206465,9900.0
10591.829916337774,10700.0
11469.258787013352,11600.0
12466.579524643366,12600.0
13557.069807108901,13600.0
14545.060239542805,14500.0
15384.105948189988,15300.0
16086.145466854197,16000.0
16695.207088953597,16600.0
17213.977453596537,17200.0
17812.2421738478,17900.0
18575.15253290889,18700.0
19482.72185415688,19600.0
20458.704338413743,20600.0
21533.04403237152,21600.0
22561.820311224554,22500.0
23374.016398013788,23300.0
24097.30914257699,24000.0
24710.632380811756,24600.0
25221.3721522123,25200.0
25808.653377139188,25900.0
26587.133432662435,26700.0
27478.02114126956,27600.0
28450.085320192844,28600.0
29549.44217288891,29600.0
30573.207131016923,30500.0
31386.252043206445,31300.0
32102.46413806143,32000.0
32709.040431701487,32600.0
33217.29347553517,33200.0
