600.0,600.0
1200.0,1200.0
1792.2321663745474,1900.0
2641.8064277480644,2700.0
3518.1791431117003,3600.0
4547.683232038989,4600.0
5628.637597479144,5600.0
6574.336285851686,6500.0
7346.352587575106,7300.0
8043.038440216944,8000.0
8642.396447207773,8600.0
9154.016783033732,9200.0
9782.854614716802,9900.0
10626.94590742456,10700.0
11515.59878794227,11600.0
12525.153165119946,12600.0
13623.426469634102,13600.0
14579.15131378546,14500.0
15344.596718154862,15300.0
16040.609927891146,16000.0
16658.495260649168,16600.0
17171.41265791465,17200.0
17801.90881340482,17900.0
18633.704211567903,18700.0
19541.738278362085,19600.0
20535.41915154217,20600.0
21629.34115917741,21600.0
22570.62390208059,22500.0
23368.00267677913,23300.0
24063.45261516342,24000.0
24664.801176575696,24600.0
25157.785850923472,25200.0
25817.537657454744,25900.0
26638.75209158375,26700.0
27536.744982202123,27600.0
28549.989512239546,28600.0
29631.11371603969,29600.0
30565.07750910787,30500.0
31343.549456692625,31300.0
32053.01163808476,32000.0
32664.802300074,32600.0
33170.39762459578,33200.0
